sourceText,text,level,part,translation,exampleJa,exampleEn,status,issues,notes
relatively,relatively,1,1,比較的,この地域は年間を通して比較的温暖だ。,This region is relatively warm throughout the year.,ready,,curated_batch05
consequently,consequently,1,1,その結果,雨が続いた。その結果、試合は中止になった。,"It rained for days, and consequently the game was canceled.",ready,,curated_batch05
constantly,constantly,1,1,絶えず / いつも,技術は絶えず変化している。,Technology is constantly changing.,ready,,curated_batch05
barely,barely,1,1,かろうじて / ほとんど〜ない,私たちは電車にかろうじて間に合った。,We barely caught the train.,ready,,curated_batch05
whereas,whereas,1,1,一方で / 〜であるのに対して,兄は外向的だが、一方で弟はとても静かだ。,"My older brother is outgoing, whereas my younger brother is very quiet.",ready,,curated_batch05
post,post,1,1,役職 / 地位,,He accepted an important post at the embassy.,ready,,curated_batch43
reject,reject,1,1,(提案などを)拒絶する,,The board rejected the proposal.,ready,,matched_existing_exact
consult,consult,1,1,(専門家に)相談する / 参照する,,You should consult a doctor.,ready,,matched_existing_exact
obey,obey,1,1,従う,すべての登山者は安全規則に従わなければならない。,All climbers must obey the safety rules.,ready,,curated_batch05
engage,engage,1,1,従事する / 取り組む,,The team engaged in a long discussion.,ready,,curated_batch43
restore,restore,1,1,(元の状態に)回復させる / 修復する,,The rain restored the lake level.,ready,,matched_existing_exact
colonize,colonize,1,1,植民地化する,その国は長い間、他国によって植民地化されていた。,The country was colonized by another nation for many years.,ready,,curated_batch05
interact,interact,1,1,(互いに)相互作用する,,Children learn by interacting with others.,ready,,matched_existing_exact
inspire,inspire,1,1,鼓舞する / 奮い立たせる,彼女の話は多くの若者を勇気づけた。,Her story inspired many young people.,ready,,curated_batch05
sue,sue,1,1,訴える / 告訴する,その会社は契約違反で取引先を訴えた。,The company sued its business partner for breaking the contract.,ready,,curated_batch05
estimate,estimate,1,1,(数量や費用を)見積もる,,Experts estimate the cost at $2 million.,ready,,matched_existing_exact
strengthen,strengthen,1,1,強化する,市は川の堤防を強化する計画を立てている。,The city plans to strengthen the river banks.,ready,,curated_batch05
carve,carve,1,1,彫る / 刻む,職人は木に細かな模様を彫った。,The craftsman carved fine patterns into the wood.,ready,,curated_batch05
convince,convince,1,1,(人を)納得させる,,She convinced me to stay.,ready,,matched_existing_exact
propose,propose,1,1,提案する,委員会は新しい環境対策を提案した。,The committee proposed a new environmental measure.,ready,,curated_batch05
collapse,collapse,1,1,(建物や制度が)崩壊する,,The old bridge collapsed in the storm.,ready,,matched_existing_exact
import,import,1,1,輸入する,,Japan imports a large amount of energy.,ready,,curated_batch43
pollute,pollute,1,1,汚染する,工場排水は川を汚染するおそれがある。,Factory wastewater can pollute the river.,ready,,curated_batch05
prescription,prescription,1,1,処方箋 / 処方,薬局で処方箋を見せて薬を受け取った。,I showed the prescription at the pharmacy and got the medicine.,ready,,curated_batch06
duty,duty,1,1,義務 / 責任,親には子どもを守る責任がある。,Parents have a duty to protect their children.,ready,,curated_batch06
union,union,1,1,組合 / 結合,労働組合は賃金交渉のために集会を開いた。,The union held a meeting for wage negotiations.,ready,,curated_batch06
concept,concept,1,1,概念 / 発想,その授業では自由の概念について議論した。,The class discussed the concept of freedom.,ready,,curated_batch06
root,root,1,1,根源 / 原因,,We must find the root of the problem.,ready,,curated_batch43
survival,survival,1,1,生存,その動物の生存には十分な水が欠かせない。,Enough water is essential for the animal's survival.,ready,,curated_batch06
maintenance,maintenance,1,1,維持 / 保守,橋の安全を保つには定期的な保守が必要だ。,Regular maintenance is necessary to keep the bridge safe.,ready,,curated_batch06
formation,formation,1,1,形成 / 編成,雲の形成には気温と湿度が関係している。,Temperature and humidity affect cloud formation.,ready,,curated_batch06
educator,educator,1,1,教育者,その教育者は長年、地域の子どもたちを支えてきた。,The educator has supported local children for many years.,ready,,curated_batch06
kidney,kidney,1,1,腎臓,医師は腎臓の状態を詳しく調べた。,The doctor examined the condition of the kidney carefully.,ready,,curated_batch06
nutrition,nutrition,1,1,栄養,成長期には十分な栄養が必要だ。,Adequate nutrition is necessary during the growing years.,ready,,curated_batch06
firm,firm,1,1,会社,,She works for a law firm in Tokyo.,ready,,curated_batch43
statistics,statistics,1,1,統計,その統計は地域ごとの人口差を示している。,The statistics show population differences by region.,ready,,curated_batch06
toll,toll,1,1,通行料,,Drivers must pay a toll to use the bridge.,ready,,curated_batch43
CEO,CEO,1,1,最高経営責任者,その会社のCEOは新しい成長戦略を発表した。,The company's CEO announced a new growth strategy.,ready,,curated_batch06
circumstance,circumstance,1,1,(その人を取りまく)状況,,"Under the circumstances, we had to leave early.",ready,,matched_existing_exact
outsider,outsider,1,1,部外者 / 外部の人,その会議には部外者は入れなかった。,Outsiders were not allowed into the meeting.,ready,,curated_batch05
reduction,reduction,1,1,削減 / 減少,ごみの削減は市の重要な目標の一つだ。,Waste reduction is one of the city's important goals.,ready,,curated_batch06
settlement,settlement,1,1,定住地 / 和解,川の近くに古い定住地の跡が見つかった。,The remains of an old settlement were found near the river.,ready,,curated_batch06
divorce,divorce,1,1,離婚,その夫婦は長い話し合いの末に離婚を決めた。,The couple decided on divorce after a long discussion.,ready,,curated_batch06
likelihood,likelihood,1,1,可能性,この地域で大雨になる可能性が高まっている。,The likelihood of heavy rain is increasing in this area.,ready,,curated_batch06
livestock,livestock,1,1,家畜,干ばつはその地域の家畜にも深刻な影響を与えた。,The drought had a serious effect on livestock in the region.,ready,,curated_batch06
possession,possession,1,1,所有 / 所持品,警察は不正な薬物の所持を調べている。,The police are investigating the possession of illegal drugs.,ready,,curated_batch06
plot,plot,1,1,筋書き,,The novel has a complex plot.,ready,,curated_batch43
welfare,welfare,1,1,福祉,子どもの福祉を守ることが最優先だ。,Protecting children's welfare is the highest priority.,ready,,curated_batch06
moisture,moisture,1,1,水分 / 湿気,この土は植物を育てるのに十分な水分を含んでいる。,The soil contains enough moisture for plants to grow.,ready,,curated_batch06
obesity,obesity,1,1,肥満,運動不足は肥満の一因になることがある。,A lack of exercise can be a cause of obesity.,ready,,curated_batch06
grant,grant,1,1,(要求や権利を)認める / (資金を)交付する,,The university granted her a scholarship.,ready,,matched_existing_exact
anxiety,anxiety,1,1,不安,試験前に強い不安を感じる生徒もいる。,Some students feel strong anxiety before exams.,ready,,curated_batch06
ownership,ownership,1,1,所有権 / 所有,その土地の所有権をめぐって争いが起きた。,A dispute arose over the ownership of the land.,ready,,curated_batch06
foundation,foundation,1,1,基礎 / 土台,語学の上達には文法の基礎が大切だ。,A strong foundation in grammar is important for language learning.,ready,,curated_batch06
division,division,1,1,分割 / 部門,その会社には海外営業を担当する部門がある。,The company has a division in charge of overseas sales.,ready,,curated_batch06
establishment,establishment,1,1,設立 / 施設,その研究所の設立には多くの支援が必要だった。,The establishment of the laboratory required a great deal of support.,ready,,curated_batch06
conservation,conservation,1,1,保護 / 保全,その森の保全は地域全体の課題だ。,Conservation of the forest is a challenge for the whole region.,ready,,curated_batch06
murder,murder,1,1,殺人,警察はその殺人事件の真相を調べている。,The police are investigating the murder case.,ready,,curated_batch06
